channel,url,inc,avg,diff,time
jonzherka,https://clips.twitch.tv/InventiveEnchantingOysterAsianGlow-k6Wo6e3YWnD_0HKn/edit,18,12.67,1.42,2022-03-04 11:08:49.768854
jonzherka,https://clips.twitch.tv/TrappedShinyFoxPunchTrees-GYcM4cSjGwgqiLid/edit,21,14.82,1.42,2022-03-04 11:09:46.806429
jonzherka,https://clips.twitch.tv/BadSpookyDoveItsBoshyTime-kghOHJBqBOR5Wr-s/edit,15,10.53,1.42,2022-03-04 11:10:49.754628
jonzherka,https://clips.twitch.tv/CrispyLongBurritoPlanking-c3Xn2CELipLzivl0/edit,16,11.24,1.42,2022-03-04 11:11:12.534657
jonzherka,https://clips.twitch.tv/SullenUnusualLatteEleGiggle-nSVwLq1hhZslRV66/edit,11,7.16,1.54,2022-03-04 11:12:47.702519
jonzherka,https://clips.twitch.tv/LaconicAmazingClipzNotATK-X5PEJ0fD-05yZCNH/edit,15,9.53,1.57,2022-03-04 11:13:38.522339
jonzherka,https://clips.twitch.tv/BusyEntertainingMoonTooSpicy-pXxE32d3uA6IV3tm/edit,9,6.1,1.47,2022-03-04 11:15:04.498997
jonzherka,https://clips.twitch.tv/CharmingRenownedAnteaterSwiftRage-WuqXL5x3uGnqPQTk/edit,8,5.24,1.53,2022-03-04 11:16:51.470559
jonzherka,https://clips.twitch.tv/MoistFunSwanTBCheesePull-lAGu-Im_L94rWV8w/edit,8,5.63,1.42,2022-03-04 11:17:14.447946
jonzherka,https://clips.twitch.tv/AmericanFineBearRlyTho-VKMkM4hqiqvNG25u/edit,9,5.65,1.59,2022-03-04 11:18:58.299801
jonzherka,https://clips.twitch.tv/ImpartialCrypticOrangeFrankerZ-jYcyFn7oMyqVnalO/edit,7,4.67,1.5,2022-03-04 11:20:10.180028
jonzherka,https://clips.twitch.tv/RespectfulPreciousApple4Head-hZjlQotBiPym6CHd/edit,7,4.57,1.53,2022-03-04 11:21:17.025103
jonzherka,https://clips.twitch.tv/MoralConcernedCrabsDerp-7UXFh976DQOLuAAj/edit,10,5.78,1.73,2022-03-04 11:22:23.055352
jonzherka,https://clips.twitch.tv/CuriousAgreeableFoxANELE-VD3fBePXFXNhmOLZ/edit,11,7.69,1.43,2022-03-04 11:23:12.003491
jonzherka,https://clips.twitch.tv/SoftQuaintWhaleJebaited-7GKnGytmV30N4W7c/edit,15,8.96,1.67,2022-03-04 11:24:00.862459
jonzherka,https://clips.twitch.tv/AmazonianRichPineappleLitty-F20oJxwMNnQTg3Up/edit,11,7.0,1.57,2022-03-04 11:26:59.857018
jonzherka,https://clips.twitch.tv/TriangularSmallAnteaterWTRuck-q0qVVRmrSXcufO7Y/edit,37,12.94,2.86,2022-03-04 11:27:20.648186
jonzherka,https://clips.twitch.tv/UglySlickWalrusResidentSleeper-VxU8JF3HCND1s1OL/edit,21,14.88,1.41,2022-03-04 11:28:34.619546
jonzherka,https://clips.twitch.tv/OptimisticEagerSkunkVoHiYo-damDp9sU-FVOOSku/edit,17,10.57,1.61,2022-03-04 11:29:44.476325
jonzherka,https://clips.twitch.tv/HomelyGrotesquePistachioMingLee-UWACQLyNc3dNVIiD/edit,15,10.57,1.42,2022-03-04 11:30:43.549743
jonzherka,https://clips.twitch.tv/AwkwardCogentJalapenoKlappa-i0gA4CytehZIRXFL/edit,13,8.61,1.51,2022-03-04 11:32:13.514640
jonzherka,https://clips.twitch.tv/AntediluvianRockyPonyCopyThis-9NSot2ZL0G5_WE0N/edit,12,7.35,1.63,2022-03-04 11:33:05.482902
jonzherka,https://clips.twitch.tv/TsundereAgreeableDotterelKappaWealth-veJZFJr-Iofn49kd/edit,11,7.49,1.47,2022-03-04 11:34:50.575540
jonzherka,https://clips.twitch.tv/FastReliableFlamingoDxCat-TD-Irct1A1Ph9LQ4/edit,15,10.71,1.4,2022-03-04 11:35:55.549902
jonzherka,https://clips.twitch.tv/TenuousSneakyZebraPoooound--ZPSrans2E_UkiP6/edit,22,13.88,1.59,2022-03-04 11:36:16.494629
jonzherka,https://clips.twitch.tv/ColdKawaiiArmadilloAMPTropPunch-SuNQDrtRpyXMNYUA/edit,21,14.35,1.46,2022-03-04 11:37:28.437751
jonzherka,https://clips.twitch.tv/SlickDaintySwanBCouch-Whq_LOvB_Tgo_-yz/edit,14,9.51,1.47,2022-03-04 11:39:02.311053
jonzherka,https://clips.twitch.tv/SingleScrumptiousZebraAMPTropPunch--715mp5byIK9Pvgi/edit,15,10.67,1.41,2022-03-04 11:40:12.262522
jonzherka,https://clips.twitch.tv/ShortBlitheWoodcockOneHand-ttdqelHkLgIJRQFK/edit,12,7.82,1.54,2022-03-04 11:41:35.349431
jonzherka,https://clips.twitch.tv/SaltyColorfulParrotBrainSlug-C949XVlr4exs5sAB/edit,17,11.94,1.42,2022-03-04 11:41:56.192106
jonzherka,https://clips.twitch.tv/CalmZealousWaspItsBoshyTime-WO8bGfQJkRjI-S5b/edit,23,15.71,1.46,2022-03-04 11:42:16.997276
jonzherka,https://clips.twitch.tv/FitComfortableHerbsSSSsss-zh__m09Acai-D3EY/edit,19,12.53,1.52,2022-03-04 11:44:11.006373
jonzherka,https://clips.twitch.tv/PoliteSneakySoymilkWutFace-jfncAtRHNYmnD_u1/edit,10,6.8,1.47,2022-03-04 11:46:01.158501
jonzherka,https://clips.twitch.tv/ReliableCloudyOxAliens-GMd9fTpPgK2PTqMk/edit,12,8.08,1.48,2022-03-04 11:48:21.074753
jonzherka,https://clips.twitch.tv/DeafHedonisticBaguetteTinyFace-sdLxZK2Slhfs5wW1/edit,15,9.49,1.58,2022-03-04 11:50:09.192902
jonzherka,https://clips.twitch.tv/WildTiredLapwingRaccAttack-Sl2ixKWKAWI38yWh/edit,12,7.82,1.54,2022-03-04 11:52:13.492504
jonzherka,https://clips.twitch.tv/TangentialCuteFennelKeepo-141Dqvy-w6f0QebK/edit,10,6.94,1.44,2022-03-04 11:53:42.458102
jonzherka,https://clips.twitch.tv/ExcitedFlaccidClamFrankerZ-qVQpqDsgCS8JDyn-/edit,15,8.16,1.84,2022-03-04 11:54:06.435645
jonzherka,https://clips.twitch.tv/WanderingNimbleHummingbirdUWot-1YxDAI51hOPfwt27/edit,24,13.65,1.76,2022-03-04 11:54:27.282714
jonzherka,https://clips.twitch.tv/AmazonianDifferentJayPoooound-0kKRI0LrMETsn10O/edit,11,7.61,1.45,2022-03-04 11:56:46.389827
jonzherka,https://clips.twitch.tv/BlueAliveTubersGivePLZ-dJYVAgOQJ6QetZI-/edit,15,10.14,1.48,2022-03-04 11:57:13.224804
jonzherka,https://clips.twitch.tv/LitigiousBrainyKiwiTooSpicy-aAT4Tcqphq77Pi1W/edit,24,15.24,1.57,2022-03-04 11:57:34.082320
jonzherka,https://clips.twitch.tv/UgliestUnusualCocoaCclamChamp-QRavNbq9KhoNS3ZP/edit,9,5.39,1.67,2022-03-04 12:00:10.272161
jonzherka,https://clips.twitch.tv/LazyDifferentFiddleheadsKeyboardCat-SI59L1yiTsJGh3Ot/edit,12,8.14,1.47,2022-03-04 12:00:32.161770
jonzherka,https://clips.twitch.tv/HealthyOilyChimpanzeeAliens-nPSyhYtsZrpPKgUa/edit,16,10.9,1.47,2022-03-04 12:01:16.091519
jonzherka,https://clips.twitch.tv/EnjoyableCovertPandaTBTacoLeft-JWyEgOb-C1rvCBAP/edit,16,9.41,1.7,2022-03-04 12:02:21.141470
jonzherka,https://clips.twitch.tv/AuspiciousCoweringNightingaleDoritosChip-skk3xu3FW4cr0oWz/edit,12,8.57,1.4,2022-03-04 12:04:36.186501
jonzherka,https://clips.twitch.tv/PiliableSpineyZucchiniSpicyBoy-B-PguSNOoyBgahV2/edit,22,11.9,1.85,2022-03-04 12:04:57.198082
jonzherka,https://clips.twitch.tv/MoralSilkyWaspANELE-axYmEHy-daJxu1r2/edit,10,7.1,1.41,2022-03-04 12:06:10.250753
jonzherka,https://clips.twitch.tv/SpoopyZealousWallabyPupper-KbVLk6jrROqyEqCd/edit,9,5.59,1.61,2022-03-04 12:07:00.116327
jonzherka,https://clips.twitch.tv/SmellyAlluringGiraffePupper-g6zOW832ft9nydGZ/edit,9,6.2,1.45,2022-03-04 12:08:10.050579
jonzherka,https://clips.twitch.tv/ImpartialColdBeaverStoneLightning-AjwiWeQtdihJIeD8/edit,12,8.1,1.48,2022-03-04 12:08:40.873863
jonzherka,https://clips.twitch.tv/CoyObservantLarkDerp-C3vwHmp-N-fDyZ_t/edit,15,10.57,1.42,2022-03-04 12:09:03.773093
jonzherka,https://clips.twitch.tv/EnthusiasticVenomousPlumberBibleThump-xTd1YkQwpXSPAG67/edit,18,12.55,1.43,2022-03-04 12:10:05.736055
jonzherka,https://clips.twitch.tv/RespectfulRelievedOwlNinjaGrumpy-zha4dXAiXCcgyfHg/edit,15,10.49,1.43,2022-03-04 12:11:14.706149
jonzherka,https://clips.twitch.tv/FilthyHungryShrewWOOP-bBEq2wi5-wP2Oauk/edit,23,15.8,1.46,2022-03-04 12:11:36.769914
jonzherka,https://clips.twitch.tv/SpeedyBraveGarbageMVGame-eA7P7p_r7JqDtJiR/edit,14,9.82,1.43,2022-03-04 12:13:00.666354
jonzherka,https://clips.twitch.tv/SillyFaintMarjoramFutureMan-l57KKi4qsLn1GyxS/edit,14,9.84,1.42,2022-03-04 12:15:17.644913
jonzherka,https://clips.twitch.tv/DependableBloodyBeefKappaPride-jA4gYkmC8deIfVil/edit,22,13.57,1.62,2022-03-04 12:15:38.441361
jonzherka,https://clips.twitch.tv/RudeSpunkyJackalPogChamp-0yRZ8H7oGfDTWgbY/edit,14,9.49,1.48,2022-03-04 12:17:06.311511
jonzherka,https://clips.twitch.tv/GleamingObedientGiraffeDBstyle-6FBU0bSKThAFRijk/edit,13,8.71,1.49,2022-03-04 12:17:58.270820
jonzherka,https://clips.twitch.tv/YawningObliviousFlamingoTheRinger-CkfrK-NGO7-oGCYG/edit,14,9.84,1.42,2022-03-04 12:18:25.157823
jonzherka,https://clips.twitch.tv/CautiousSolidSowHeyGirl-ueRwPmGEtXW-YIdl/edit,19,13.0,1.46,2022-03-04 12:18:46.073912
jonzherka,https://clips.twitch.tv/GenerousGentleShrimpSoBayed-Htbui7T-HemVS6kZ/edit,17,11.69,1.45,2022-03-04 12:20:08.135391
jonzherka,https://clips.twitch.tv/ArborealWittyButterOpieOP-cHZInhSKdxesmwhP/edit,15,9.78,1.53,2022-03-04 12:21:12.162814
jonzherka,https://clips.twitch.tv/OnerousZealousGrasshopperHassanChop-Bb1pFpeoBKrmgqDG/edit,9,5.96,1.51,2022-03-04 12:23:08.189563
jonzherka,https://clips.twitch.tv/ModernAltruisticSparrowFeelsBadMan-WeTLAK75ZyspXVyl/edit,9,6.08,1.48,2022-03-04 12:23:40.230939
jonzherka,https://clips.twitch.tv/CarefulGiantSpiderTBTacoRight-Wt3oSusym4119EJ0/edit,11,7.65,1.44,2022-03-04 12:24:01.034315
jonzherka,https://clips.twitch.tv/MushyFrigidEmuPermaSmug-9vgG1h2gylKsL9bC/edit,14,9.82,1.43,2022-03-04 12:24:59.992084
jonzherka,https://clips.twitch.tv/SpikyOpenChickpeaBibleThump-C80n14a2e1MB-NYI/edit,12,8.41,1.43,2022-03-04 12:26:56.022435
jonzherka,https://clips.twitch.tv/EphemeralDelightfulLatteEagleEye-3wDd7hdR9xds9cRp/edit,6,3.76,1.6,2022-03-04 12:28:38.218315
jonzherka,https://clips.twitch.tv/SparklingInexpensivePelicanRalpherZ-iTWzsgIgjhYtEfg3/edit,11,7.51,1.46,2022-03-04 12:29:00.235763
jonzherka,https://clips.twitch.tv/FilthySingleBeaverFunRun-_MECkHyJeCgUeCFc/edit,19,12.2,1.56,2022-03-04 12:29:21.313042
jonzherka,https://clips.twitch.tv/MildBloodyMagpieNononoCat-eO5NYmZGbczGKWx5/edit,15,10.18,1.47,2022-03-04 12:31:18.318571
jonzherka,https://clips.twitch.tv/BoringAbnegateHorseradishTF2John-VpZ6-ZgwnzNHqe5J/edit,12,8.04,1.49,2022-03-04 12:33:10.234561
jonzherka,https://clips.twitch.tv/ScaryAltruisticCiderPrimeMe-zX08vKa1hUEUkeNL/edit,16,11.29,1.42,2022-03-04 12:34:10.166134
jonzherka,https://clips.twitch.tv/SmilingGoodChimpanzeeWoofer-Aij-I3sdSMjZvLJz/edit,23,16.02,1.44,2022-03-04 12:34:50.344052
jonzherka,https://clips.twitch.tv/CrackyDreamySpindlePeanutButterJellyTime-cQ5RghqNDVEH-ydR/edit,15,10.08,1.49,2022-03-04 12:36:16.361067
jonzherka,https://clips.twitch.tv/CuriousTangibleFoxUWot-xkIH7DrDmWFLr3Zu/edit,12,8.57,1.4,2022-03-04 12:37:16.303900
jonzherka,https://clips.twitch.tv/PrettyCuriousConsoleWow-zVAHiEufGUrm0RJj/edit,15,10.43,1.44,2022-03-04 12:37:39.297292
jonzherka,https://clips.twitch.tv/LightFaintClamRedCoat-MaYlfb7gHCJddV2I/edit,6,3.78,1.59,2022-03-04 12:38:55.389681
jonzherka,https://clips.twitch.tv/ScrumptiousTsundereDragonflyMau5-v0KYJKCEErql0eVM/edit,17,6.1,2.79,2022-03-04 12:39:16.262500
jonzherka,https://clips.twitch.tv/GloriousCleverPepperOSkomodo-Hj74PbjBEnPUhTUV/edit,25,12.61,1.98,2022-03-04 12:39:37.170514
jonzherka,https://clips.twitch.tv/SpunkySincereCaribouCharlieBitMe-CGFw79iTe6Hx3QgO/edit,20,14.16,1.41,2022-03-04 12:41:00.320002
jonzherka,https://clips.twitch.tv/ComfortableHotSangTTours-JCfK21XkxXEmbUhv/edit,12,8.45,1.42,2022-03-04 12:43:35.359374
jonzherka,https://clips.twitch.tv/RelentlessBadLarkPeoplesChamp-0g71t9s8YCf5OC06/edit,20,14.2,1.41,2022-03-04 12:45:43.302763
jonzherka,https://clips.twitch.tv/PlainHumbleMoonWow-VWD_p6cp3c4HD-AB/edit,8,5.55,1.44,2022-03-04 12:46:42.251613
jonzherka,https://clips.twitch.tv/NurturingGracefulConsoleDatBoi-vrXa1Ion-RqdToBy/edit,9,6.08,1.48,2022-03-04 12:47:09.217675
jonzherka,https://clips.twitch.tv/ShinyNaiveZebraDeIlluminati-K-bY9oCHCLKhYQI2/edit,11,6.8,1.62,2022-03-04 12:47:42.071432
jonzherka,https://clips.twitch.tv/RelentlessCarefulHeronOneHand-iykTXSKt4t6Hra4m/edit,16,10.49,1.53,2022-03-04 12:48:06.077536
jonzherka,https://clips.twitch.tv/LovelyBadSandwichBudBlast-hfBVzRpeZOjkP_Da/edit,21,14.16,1.48,2022-03-04 12:49:04.988136
jonzherka,https://clips.twitch.tv/HelplessNastyFiddleheadsHassaanChop-WQp3swGsQkLOrc2g/edit,13,8.24,1.58,2022-03-04 12:50:16.895546
jonzherka,https://clips.twitch.tv/WanderingIncredulousCookieDancingBanana-tdr2-bRj4V-2lp-_/edit,12,8.39,1.43,2022-03-04 12:51:07.848005
jonzherka,https://clips.twitch.tv/ScrumptiousDullAlmondPeteZarollTie-5AYV5imMM7vG1kCa/edit,16,11.31,1.42,2022-03-04 12:51:52.748450
jonzherka,https://clips.twitch.tv/OpenCallousManateeWOOP-vLvviEDpyjvqxHoi/edit,40,20.1,1.99,2022-03-04 12:52:13.700369
jonzherka,https://clips.twitch.tv/BoredAverageLaptopStinkyCheese-V121xzNtQT8HiVwz/edit,21,13.9,1.51,2022-03-04 12:54:00.674144
jonzherka,https://clips.twitch.tv/TentativeCoyVelociraptorPMSTwin-G5xtdbSeLkl62CVz/edit,12,7.98,1.5,2022-03-04 12:55:36.546637
jonzherka,https://clips.twitch.tv/BombasticStrongPandaTTours-dCUQZhrAgo78Ptcn/edit,22,15.51,1.42,2022-03-04 12:57:39.526652
jonzherka,https://clips.twitch.tv/RichHyperAirGuitarBigBrother-kDIAoQke10AVvqMW/edit,10,6.61,1.51,2022-03-04 12:59:38.754560
jonzherka,https://clips.twitch.tv/EnticingCredulousBeefPraiseIt-MTtGl7eLZY6kjPlH/edit,10,6.8,1.47,2022-03-04 13:00:06.604575
jonzherka,https://clips.twitch.tv/PlayfulAntediluvianArmadilloImGlitch-dtlIx1dhMZ5bRElY/edit,15,10.49,1.43,2022-03-04 13:01:05.516423
jonzherka,https://clips.twitch.tv/ObeseCuriousHumanTheRinger-VbgaM0zMqCFAABXd/edit,19,13.37,1.42,2022-03-04 13:01:30.442337
jonzherka,https://clips.twitch.tv/NeighborlyVictoriousAppleKeepo-IKeVoRn8_hmiJjl6/edit,8,5.06,1.58,2022-03-04 13:03:15.434281
jonzherka,https://clips.twitch.tv/BlindingBitterSkunkAsianGlow-ZFhrJmtVrdTkea0R/edit,12,7.51,1.6,2022-03-04 13:03:36.514215
jonzherka,https://clips.twitch.tv/KindEnthusiasticPicklesRlyTho-ORtV9p5uOILNtc3I/edit,8,5.2,1.54,2022-03-04 13:04:39.642321
jonzherka,https://clips.twitch.tv/FurtiveBetterDelicataBigBrother-jVx-_Ff44uwSsr5H/edit,13,8.57,1.52,2022-03-04 13:05:00.640515
jonzherka,https://clips.twitch.tv/RockyBadButterflyWow-toz-5x816S6qvyW1/edit,12,8.08,1.48,2022-03-04 13:06:37.794787
jonzherka,https://clips.twitch.tv/CrypticDaintyMartenLitty-9uqLqRT5dzVAUpaI/edit,10,6.9,1.45,2022-03-04 13:07:38.991794
jonzherka,https://clips.twitch.tv/MoldyPeppyCookieSoonerLater-p5ugY3EEVseo8HJc/edit,14,9.76,1.44,2022-03-04 13:08:06.904211
jonzherka,https://clips.twitch.tv/ProudSassyMosquitoStoneLightning-4IFUDoy_BeTDuFkY/edit,17,11.67,1.46,2022-03-04 13:09:09.935297
jonzherka,https://clips.twitch.tv/SmallSneakyTofuCeilingCat-UOj-VAPPg6i-OU17/edit,15,9.94,1.51,2022-03-04 13:10:19.885425
jonzherka,https://clips.twitch.tv/ColorfulFurryDugongCeilingCat-MOJixW6n0_iJUxv6/edit,17,11.94,1.42,2022-03-04 13:10:43.132512
jonzherka,https://clips.twitch.tv/UgliestIncredulousDugongBIRB-y4jUWX7OUPaSAZPP/edit,16,10.82,1.48,2022-03-04 13:12:17.213979
jonzherka,https://clips.twitch.tv/CleverPreciousHyenaDendiFace-4ZMr5xEaeRY4F5Si/edit,14,9.14,1.53,2022-03-04 13:13:07.211251
jonzherka,https://clips.twitch.tv/DreamyBrainyNigiriBIRB-h9xQGQj9h9hvYy0_/edit,20,14.06,1.42,2022-03-04 13:13:28.059596
jonzherka,https://clips.twitch.tv/ExquisiteSecretiveCoffeeJonCarnage-dQVik5AVo1zTY1IO/edit,21,14.47,1.45,2022-03-04 13:15:22.091101
jonzherka,https://clips.twitch.tv/WittyShakingTarsierTTours-nnLji5noJJrFH87y/edit,31,19.35,1.6,2022-03-04 13:15:42.925364
jonzherka,https://clips.twitch.tv/SavageEnergeticEggTheThing-VvJ6zyb0IkYNZb9i/edit,13,8.96,1.45,2022-03-04 13:17:03.851441
jonzherka,https://clips.twitch.tv/ThoughtfulAnnoyingFloofNerfBlueBlaster-0Jng9ncKThmK-bCw/edit,16,11.02,1.45,2022-03-04 13:17:50.671342
jonzherka,https://clips.twitch.tv/InspiringSaltyReubenTriHard-QDi0SXRQki1ni_ee/edit,23,14.27,1.61,2022-03-04 13:18:11.539178
jonzherka,https://clips.twitch.tv/WiseDullGarbageBrainSlug-cSsIEdlBafsZ3gLo/edit,18,11.06,1.63,2022-03-04 13:19:05.411906
jonzherka,https://clips.twitch.tv/SingleRacyMouseLitFam-5ieiAG0gcgKU9rGK/edit,8,5.22,1.53,2022-03-04 13:21:04.504379
jonzherka,https://clips.twitch.tv/BlatantUglyStapleCharlietheUnicorn-KAyxvEIZBnhRdh00/edit,12,8.47,1.42,2022-03-04 13:21:38.398659
jonzherka,https://clips.twitch.tv/BetterAntsyGerbilPraiseIt-Lsk7CIOZkmWWHorD/edit,17,11.47,1.48,2022-03-04 13:22:03.385266
jonzherka,https://clips.twitch.tv/ResourcefulExquisiteGaurPJSalt-J4OUaH7jDv0c08Gm/edit,20,12.04,1.66,2022-03-04 13:23:09.432911
jonzherka,https://clips.twitch.tv/TriangularGiantOstrichSmoocherZ-bqPhUHmn7aGpd-aw/edit,18,12.61,1.43,2022-03-04 13:24:13.464904
jonzherka,https://clips.twitch.tv/SavoryIgnorantWoodcockHeyGuys--dsKlfxG-Pp9SATN/edit,8,5.63,1.42,2022-03-04 13:25:45.436759
jonzherka,https://clips.twitch.tv/CredulousSplendidLobsterPupper-NibgUuIupP1u6IsY/edit,26,12.49,2.08,2022-03-04 13:26:06.230297
jonzherka,https://clips.twitch.tv/LazyAdorablePepperoniBatChest-P-IAVbwHKvToVVo6/edit,9,6.02,1.49,2022-03-04 13:28:54.254621
jonzherka,https://clips.twitch.tv/WittySuccessfulApeEagleEye-71-8lFoxfyacnTcD/edit,9,5.65,1.59,2022-03-04 13:30:39.365218
jonzherka,https://clips.twitch.tv/HorribleColdbloodedPastaPermaSmug-LaO5AM95_x9uTmKT/edit,12,8.31,1.44,2022-03-04 13:31:07.339986
ahrelevant,https://clips.twitch.tv/CleanSarcasticPassionfruitCurseLit-mcuklB9ijuFZYkwD/edit,13,7.14,1.82,2022-03-07 17:39:49.161077
ahrelevant,https://clips.twitch.tv/PiliablePeppyCiderKappaClaus-4_kaTMBcL79xtimp/edit,8,4.39,1.82,2022-03-07 17:44:41.064864
ahrelevant,https://clips.twitch.tv/KathishCrazyLorisOSfrog-fRYK26DUOfPSFi7S/edit,6,3.18,1.88,2022-03-07 17:46:31.818420
ahrelevant,https://clips.twitch.tv/SmoggyEndearingLemurOSfrog-nMjGTM6ACoWhxWYL/edit,10,5.41,1.85,2022-03-07 17:47:23.520986
ahrelevant,https://clips.twitch.tv/CharmingBelovedCakeStoneLightning-uMTNDEg-3WZNDSKb/edit,6,3.12,1.92,2022-03-07 17:50:17.324550
ahrelevant,https://clips.twitch.tv/GeniusEsteemedGalagoSmoocherZ-mzY-5WLGqScZzanK/edit,9,4.9,1.84,2022-03-07 17:50:45.200210
ahrelevant,https://clips.twitch.tv/AuspiciousColdbloodedSalmonBloodTrail-BQyQq0qE44rQeTZp/edit,7,3.45,2.03,2022-03-07 17:52:24.110270
ahrelevant,https://clips.twitch.tv/PlacidTsundereOcelotOSkomodo-CxgjRm6S-vvFcIxO/edit,16,8.37,1.91,2022-03-07 17:52:44.959658
ahrelevant,https://clips.twitch.tv/PrettyVenomousCod4Head-3ild5u1oR9zGcG5v/edit,5,2.51,1.99,2022-03-07 17:54:43.895350
ahrelevant,https://clips.twitch.tv/FragileBusyHamStinkyCheese-bfdobBOj43U067Sr/edit,6,3.24,1.85,2022-03-07 17:55:06.551654
ahrelevant,https://clips.twitch.tv/AthleticTenderWheelChefFrank-T0NM4v3DmtTlOnTm/edit,10,5.2,1.92,2022-03-07 18:00:11.520326
ahrelevant,https://clips.twitch.tv/FastFlirtyMonkeyCoolStoryBob-iYl3ScjDmNb24x2A/edit,6,3.02,1.99,2022-03-07 18:03:04.417330
ahrelevant,https://clips.twitch.tv/FunnyCuriousKuduWTRuck-xV9kNNmrGRRaRmwh/edit,7,3.51,1.99,2022-03-07 18:04:46.357787
ahrelevant,https://clips.twitch.tv/RelievedShinyHippoMingLee-lfM26YiZW4M1696R/edit,24,10.65,2.25,2022-03-07 18:05:07.013612
ahrelevant,https://clips.twitch.tv/BlatantSuccessfulClipzWholeWheat-RBfPOdqqeYzDM4Bt/edit,2,1.08,1.85,2022-03-07 18:09:26.899945
ahrelevant,https://clips.twitch.tv/BreakableCourageousCocoaNotATK-eS9TnKAWNroudvmH/edit,5,2.41,2.08,2022-03-07 18:09:47.746554
ahrelevant,https://clips.twitch.tv/IcySneakyHumanTheTarFu-0Gw6G7t6IxOjwGkL/edit,6,2.8,2.15,2022-03-07 18:10:47.440074
ahrelevant,https://clips.twitch.tv/ViscousKindHeronSMOrc-LVge5-L3jA5vAGQz/edit,9,4.88,1.85,2022-03-07 18:13:18.346707
ahrelevant,https://clips.twitch.tv/FaintAnimatedTaroM4xHeh-xla61qQqFHkEiqVp/edit,4,2.12,1.88,2022-03-07 18:16:05.146009
ahrelevant,https://clips.twitch.tv/JoyousBreakableKoalaWholeWheat-GGTlB_Ue-nsExFLl/edit,8,3.47,2.31,2022-03-07 18:18:07.897550
ahrelevant,https://clips.twitch.tv/FastYummyEyeballM4xHeh-pDD65iQ9HxwP7skh/edit,9,4.96,1.81,2022-03-07 18:19:21.604962
ahrelevant,https://clips.twitch.tv/SneakyArtsyPelicanTwitchRPG-XhcUHti5qF9R_49o/edit,13,6.92,1.88,2022-03-07 18:20:12.316086
ahrelevant,https://clips.twitch.tv/SpikyLitigiousChickpeaSpicyBoy-Igbuw9L_deV0bZ3o/edit,8,3.43,2.33,2022-03-07 18:24:02.214033
ahrelevant,https://clips.twitch.tv/TangibleBlueFishPanicVis-jjzge0VyNOA34a09/edit,5,2.57,1.94,2022-03-07 18:26:58.342553
ahrelevant,https://clips.twitch.tv/LivelyShortAppleDancingBaby-3lQ9D1FUwFqJOtjG/edit,10,4.78,2.09,2022-03-07 18:27:19.003090
ahrelevant,https://clips.twitch.tv/RudeTrustworthyCaterpillarItsBoshyTime-htQ2TeXQAyaI15LF/edit,5,2.18,2.29,2022-03-07 18:29:23.762601
ahrelevant,https://clips.twitch.tv/BetterTrappedCroquetteWholeWheat-DR-9QuY1dAhkzRH_/edit,6,3.1,1.93,2022-03-07 18:29:56.534529
ahrelevant,https://clips.twitch.tv/OnerousUninterestedChowderPoooound-Op-CqcJEO9rCI0tN/edit,6,3.33,1.8,2022-03-07 18:31:12.276448
ahrelevant,https://clips.twitch.tv/AnimatedDullPartridgeArsonNoSexy-_W8nYBxMdWUYDW-u/edit,9,4.92,1.83,2022-03-07 18:31:32.947876
ahrelevant,https://clips.twitch.tv/ElatedArbitraryCoyotePMSTwin-2_nS7danmcc1PyUV/edit,9,4.02,2.24,2022-03-07 18:35:37.216649
ahrelevant,https://clips.twitch.tv/BlushingInventiveGrasshopperDancingBaby-yUcJKvMii-jaB3TJ/edit,6,2.82,2.13,2022-03-07 18:38:23.097692
ahrelevant,https://clips.twitch.tv/SarcasticMotionlessGalagoOMGScoots-4zrxiLvwvJFyoj6P/edit,10,4.47,2.24,2022-03-07 18:38:43.854719
ahrelevant,https://clips.twitch.tv/SolidCuriousFoxMingLee-E3YvtmuBnQ8dLHDA/edit,5,2.14,2.33,2022-03-07 18:41:49.874066
ahrelevant,https://clips.twitch.tv/AmericanOriginalDumplingsKappa-Uc2wjqfXIZXC7e1T/edit,3,1.51,1.99,2022-03-07 18:45:36.734831
ahrelevant,https://clips.twitch.tv/EnchantingTangentialMangetoutDoggo-7t_6sMeltStOItto/edit,4,1.96,2.04,2022-03-07 18:46:43.446830
ahrelevant,https://clips.twitch.tv/BlightedHappyPeafowlCmonBruh-R1rhAYMcI2IhQF_t/edit,5,2.76,1.81,2022-03-07 18:47:31.466706
ahrelevant,https://clips.twitch.tv/ProductiveResilientRaisinMikeHogu-DANKqEml9ZClHO94/edit,6,2.41,2.49,2022-03-07 18:49:21.209944
ahrelevant,https://clips.twitch.tv/OnerousHardPigCharlieBitMe-cxQec49gSbxsdy8U/edit,6,3.33,1.8,2022-03-07 18:51:00.942146
ahrelevant,https://clips.twitch.tv/ObservantPlayfulHamsterTheTarFu-LrPQyfIsknvIIXXW/edit,6,3.33,1.8,2022-03-07 18:51:27.946069
ahrelevant,https://clips.twitch.tv/HealthyDarkParrotRlyTho-NJqf0C7acSGTU7GS/edit,6,3.24,1.85,2022-03-07 18:53:01.875202
ahrelevant,https://clips.twitch.tv/LachrymoseImpartialOpossumCoolStoryBro-O0xiYKIZDR06_F12/edit,3,1.47,2.04,2022-03-07 18:54:58.968474
